requests_per_minute,requests_per_second,failed_request_ratio,unique_endpoints,repeated_endpoint_ratio,avg_response_time_ms,session_duration_sec,avg_payload_size_bytes,login_attempts,login_failure_ratio,endpoint_entropy,request_interval_variance,status_4xx_count,is_bot
436.7016,7.5751,0.9294,1,0.9723,92.71,59.6,178.64,318,0.7279,0.2664,0.009143,415,1
14.7114,0.1234,0.031,3,0.2002,147.27,196.38,951.0,0,0.0,1.901,3.366265,1,0
6.9005,0.056,0.0262,7,0.1608,310.13,121.59,1160.13,1,0.3702,2.8661,7.903271,0,0
11.6375,0.2093,0.1652,6,0.1,98.8,270.6,4332.27,1,0.0375,2.6389,2.298394,9,0
32.0921,0.5527,0.0083,5,0.5794,235.91,83.68,4659.59,0,0.0,2.9134,6.32397,0,0
366.227,6.1107,0.5995,1,0.9168,98.24,30.41,95.06,143,0.5,0.5085,0.014787,112,1
1000.0,21.3844,0.8051,2,0.8618,177.9,19.85,186.2,125,0.8817,0.0504,0.013004,340,1
122.497,2.2343,0.6634,1,1.0,66.91,55.42,196.12,159,0.7932,0.1182,0.012045,73,1
4.6582,0.1148,0.0074,6,0.1,136.07,194.28,2264.96,0,0.0,1.6682,11.572594,0,0
16.8413,0.2788,0.1325,4,0.4942,191.75,176.21,3760.92,1,0.0039,3.3068,5.299242,6,0
128.4873,2.0329,0.5909,1,0.9954,86.9,49.24,289.52,130,0.8413,0.1491,0.015439,58,1
21.336,0.3708,0.1015,3,0.3516,321.96,133.1,3137.5,1,0.1388,1.8635,14.655353,5,0
17.3976,0.2257,0.1307,4,0.407,228.38,95.82,3501.51,0,0.0,3.2354,1.305435,3,0
6.3968,0.1027,0.1165,5,0.1188,391.31,162.45,2505.68,0,0.0,1.9953,10.067349,1,0
0.0,0.102,0.4453,2,0.4111,313.18,155.95,1785.93,1,0.7073,0.9967,0.363946,4,1
446.6155,7.5505,0.4542,1,0.9683,112.77,56.44,62.45,376,0.89,0.1779,0.018086,194,1
46.325,0.8835,0.1037,4,0.4761,126.0,50.8,2306.41,0,0.0,3.2682,14.181322,4,0
5.7617,0.024,0.2119,7,0.4026,105.81,285.43,1789.51,0,0.0,3.0632,8.67069,5,0
7.5181,0.0376,0.0293,6,0.1967,259.57,283.97,4323.2,0,0.0,2.3049,7.652089,0,0
1000.0,24.8404,0.0908,2,0.8634,67.6,11.31,4353.3,0,0.0,0.195,0.020518,25,1
1000.0,27.0231,0.2423,2,0.9315,125.39,14.26,4954.44,0,0.0,0.4755,0.012442,93,1
16.9708,0.1786,0.0684,7,0.5256,180.0,129.55,3550.16,1,0.0227,2.651,11.209663,2,0
86.1163,1.42,0.133,6,0.6968,155.09,50.6,1499.05,0,0.0,3.1515,13.734536,9,0
55.5312,0.8325,0.0112,3,0.1,99.73,78.57,4514.52,0,0.0,3.3769,12.487195,0,0
506.3388,8.5197,0.7592,2,0.8784,85.66,16.66,84.96,236,0.8064,0.4293,0.013803,107,1
9.0015,0.1538,0.0419,5,0.1346,237.42,287.39,2116.19,0,0.0,1.3976,14.187872,1,0
654.59,10.7595,0.822,1,0.8,103.16,27.19,293.74,216,0.8477,0.4091,0.017846,241,1
258.1049,4.1838,0.7342,2,0.8937,65.97,50.24,159.33,90,0.6739,0.0,0.015318,157,1
24.251,0.412,0.073,3,0.1302,207.97,32.99,4597.67,0,0.0,3.0889,8.414904,1,0
424.9313,7.0542,0.8447,1,0.8718,189.6,43.19,85.22,225,0.7605,0.5855,0.000978,256,1
1000.0,16.9461,0.3,3,0.9604,56.47,26.85,1243.48,0,0.0,0.3243,0.049296,136,1
592.8606,9.7364,0.7286,1,0.8016,53.49,49.38,239.1,192,0.7694,0.5626,0.008621,355,1
15.9806,0.0,0.4247,1,0.4435,100.87,133.55,2605.4,0,0.0,0.5009,0.172793,4,1
20.277,0.272,0.057,7,0.4471,110.98,198.2,1222.71,0,0.0,2.0221,4.543072,3,0
94.9825,1.6149,0.0202,6,0.1751,96.69,34.23,3071.4,0,0.0,3.5577,2.5772,1,0
13.5164,0.2751,0.0708,3,0.2863,154.31,248.58,4331.54,0,0.0,1.8771,6.653673,4,0
173.1213,2.987,0.873,1,0.954,54.55,41.88,210.22,171,0.895,0.4762,0.011555,106,1
3.9473,0.1458,0.2418,3,0.8483,89.23,139.84,2143.79,10,0.4125,0.6763,0.302301,5,1
240.8072,4.2078,0.6811,1,0.8,58.39,43.79,66.21,302,0.9517,0.3119,0.019218,123,1
845.1404,14.0429,0.0967,1,0.7,47.04,20.21,3987.57,0,0.0,0.4743,0.041125,27,1
1000.0,30.0,0.2479,2,0.8567,139.85,7.93,2423.64,0,0.0,0.7361,0.006944,70,1
9.263,0.186,0.3232,3,0.1,169.24,184.35,4239.44,0,0.0,1.5676,9.406072,10,0
31.3144,0.5506,0.0789,7,0.1943,408.92,68.82,4998.02,0,0.0,2.5063,13.938722,3,0
584.3756,9.8698,0.3,1,0.8591,38.16,15.82,4728.47,0,0.0,0.9194,0.005246,46,1
1000.0,23.3194,0.5223,1,0.8835,94.02,15.23,286.95,374,0.9785,0.3751,0.019875,185,1
9.8116,0.1073,0.0889,4,0.6423,384.31,237.23,4375.75,1,0.0502,2.4187,3.519114,2,0
13.1054,0.1994,0.0253,4,0.302,286.62,290.37,2410.58,1,0.1715,2.5201,11.978791,1,0
24.4874,0.4264,0.2036,7,0.4285,146.24,120.2,3220.53,0,0.0,2.7916,9.28568,9,0
1000.0,30.0,0.0965,1,0.9159,71.34,5.3,1061.91,0,0.0,0.6357,0.03277,20,1
3.3199,0.1403,0.3257,4,0.1,327.51,130.98,4954.75,1,0.172,1.7631,9.989244,3,0
5.0397,0.0096,0.0676,5,0.1517,326.84,132.63,2068.41,1,0.0016,3.4731,14.109574,0,0
10.7473,0.2111,0.1199,4,0.4297,348.11,211.65,2819.18,0,0.0,2.9792,7.612638,5,0
749.0066,12.3725,0.7465,1,0.8,63.42,17.73,291.34,168,0.8848,0.0,0.006894,164,1
1000.0,30.0,0.2303,3,0.7,154.36,4.0,2167.93,0,0.0,0.955,0.0468,75,1
3.5727,0.0795,0.0842,4,0.1718,352.18,216.88,2524.03,0,0.0,1.7173,6.504881,0,0
8.3082,0.1188,0.023,7,0.1733,307.41,166.95,1758.25,1,0.0724,3.2723,7.255625,0,0
34.9397,0.5573,0.1607,5,0.1,117.39,74.12,985.05,0,0.0,2.3083,3.291933,6,0
1000.0,30.0,0.2825,1,0.8823,41.18,4.87,7568.68,0,0.0,0.6652,0.023958,102,1
947.7765,15.8137,0.5729,2,0.9292,151.46,21.93,174.29,393,0.9135,0.3821,0.013919,197,1
241.1081,4.0672,0.7616,1,0.8,211.79,48.96,266.53,113,0.9622,0.4655,0.016629,151,1
736.1446,12.1552,0.4361,1,0.9272,206.65,40.94,210.2,256,0.9066,0.2093,0.007396,217,1
13.1667,0.323,0.1763,1,0.4196,93.24,73.02,2521.42,1,0.5129,0.4118,0.439411,3,1
19.2096,0.3745,0.0187,6,0.351,320.51,161.41,1584.79,1,0.0696,3.2035,3.607188,1,0
299.2739,5.033,0.05,2,0.7253,90.8,25.21,3199.69,0,0.0,0.8475,0.03076,6,1
27.6665,0.4458,0.1222,7,0.3556,246.55,142.71,2617.76,1,0.4199,3.2582,10.698963,8,0
27.2109,0.4373,0.1353,5,0.1646,343.35,157.66,4774.8,1,0.0882,2.2697,2.922951,9,0
391.0636,6.6354,0.8904,1,0.905,158.83,54.49,56.26,371,0.6629,0.4967,0.006002,316,1
1000.0,24.3958,0.0959,3,0.9481,60.33,13.27,6689.02,0,0.0,0.7047,0.043522,30,1
648.7542,10.7326,0.3398,1,0.8832,190.5,32.12,207.51,361,0.6837,0.3301,0.01751,117,1
17.2182,0.2673,0.1059,3,0.4549,414.05,172.79,1140.35,1,0.0497,1.4477,8.296325,5,0
543.5415,8.8219,0.6822,2,0.8,156.17,26.12,161.2,356,0.9572,0.264,0.013619,159,1
14.8886,0.264,0.054,3,0.3958,366.84,295.72,3537.48,1,0.0881,3.2602,3.164221,4,0
1000.0,22.714,0.2898,2,0.7556,122.21,11.55,1782.7,0,0.0,0.3694,0.016613,76,1
6.4554,0.151,0.2935,6,0.1545,317.0,71.1,4360.62,1,0.0488,2.5172,14.216577,2,0
1000.0,28.4827,0.2743,1,0.7,93.8,24.47,7418.67,0,0.0,0.1258,0.026116,191,1
58.5258,0.9855,0.0411,5,0.2067,204.87,64.14,4224.52,0,0.0,1.7283,14.782991,2,0
13.3091,0.2231,0.024,3,0.2595,104.26,275.17,1222.35,0,0.0,3.3979,12.309455,1,0
300.6454,5.1592,0.5016,1,0.8,137.39,30.36,137.65,364,0.8847,0.2787,0.005104,77,1
4.9178,0.0,0.0377,3,0.1169,275.11,197.39,1339.63,0,0.0,2.6354,4.204179,0,0
29.5765,0.4291,0.0756,4,0.1,367.99,105.58,957.25,0,0.0,3.0584,5.847409,3,0
15.5648,0.1051,0.0796,3,0.1,185.22,228.98,2839.03,0,0.0,2.9974,11.684776,4,0
667.089,11.0414,0.341,1,0.8,94.5,40.95,204.78,238,0.9166,0.3941,0.009268,154,1
17.6414,0.2848,0.0095,4,0.6349,101.89,236.71,3872.73,1,0.0053,1.4465,13.643019,0,0
19.3215,0.2828,0.1052,7,0.1568,129.57,206.9,2549.47,1,0.3581,2.3295,11.277094,7,0
25.3929,0.4827,0.0133,6,0.1,213.83,170.29,778.12,1,0.0526,3.2174,0.649399,1,0
16.5707,0.3925,0.3731,7,0.1,342.15,168.76,755.79,0,0.0,1.9062,1.737108,19,0
15.0619,0.275,0.0235,6,0.1,353.1,241.97,721.73,1,0.1115,2.0527,4.587979,1,0
12.0281,0.2476,0.0078,3,0.2495,268.68,294.52,1260.41,1,0.1915,1.923,1.865027,0,0
19.04,0.2788,0.0654,4,0.2756,76.72,161.18,1172.24,1,0.073,2.5661,4.495728,3,0
727.6674,12.1718,0.3,1,0.9113,49.25,23.47,5096.54,0,0.0,0.3423,0.007796,86,1
12.2113,0.1675,0.0778,6,0.2584,196.18,214.26,3906.19,1,0.0555,2.0031,12.122652,3,0
771.8504,12.7594,0.396,1,0.8979,175.27,31.85,262.43,54,0.9481,0.237,0.014187,161,1
461.7832,7.7232,0.7845,1,0.9941,134.34,22.92,64.45,344,0.801,0.5729,0.002377,139,1
1000.0,16.885,0.1827,1,0.7,144.57,26.03,2227.5,0,0.0,0.6464,0.043887,80,1
549.7031,9.2689,0.203,1,0.9807,84.98,26.8,7640.23,0,0.0,0.8125,0.034737,50,1
23.2637,0.3203,0.284,4,0.1839,196.78,208.83,4849.15,0,0.0,3.2218,5.452589,21,0
313.2694,5.2067,0.3,2,0.9731,43.61,27.86,3432.11,0,0.0,0.218,0.029568,43,1
12.6098,0.2538,0.0208,3,0.4978,269.94,224.14,638.71,1,0.0017,3.2758,0.853669,0,0
444.73,7.5696,0.5797,1,0.811,101.73,46.67,156.89,244,0.8089,0.1126,0.008017,202,1
1000.0,17.1416,0.1489,1,0.9442,79.84,21.91,6085.03,0,0.0,0.9844,0.007126,56,1
7.0458,0.0407,0.0254,6,0.1,76.27,250.02,4891.05,1,0.0554,2.9774,8.229256,0,0
838.5646,14.0354,0.107,1,0.73,89.3,24.54,4403.29,0,0.0,0.8678,0.007448,36,1
6.2425,0.0197,0.0696,6,0.5676,195.56,180.16,4188.91,0,0.0,1.4881,3.123702,1,0
8.9668,0.0818,0.0381,5,0.2675,174.01,299.34,3215.8,0,0.0,1.966,8.044187,1,0
15.3425,0.2785,0.0177,5,0.1246,219.12,254.08,3599.83,0,0.0,2.9371,14.380065,1,0
1000.0,30.0,0.1927,1,0.88,157.3,4.43,7497.04,0,0.0,0.0,0.02079,113,1
1000.0,30.0,0.3,2,0.832,84.33,6.14,6488.02,0,0.0,0.5179,0.047165,222,1
365.5087,6.0837,0.7784,1,0.8,59.49,56.07,256.16,327,0.8433,0.0,0.013325,261,1
0.0,0.123,0.1522,7,0.3048,348.91,225.25,2886.88,0,0.0,2.736,8.664618,0,0
22.8968,0.5595,0.0046,7,0.1,411.54,107.53,3780.06,2,0.3121,1.4586,8.097901,0,0
3.9504,0.0742,0.0516,5,0.3617,192.45,191.96,1773.92,2,0.0024,2.9503,11.533998,0,0
22.091,0.3527,0.1048,3,0.2223,361.81,205.16,1105.36,0,0.0,2.2766,4.715786,7,0
8.9677,0.1698,0.0996,7,0.271,382.97,168.0,3868.59,1,0.0324,1.9373,7.660387,2,0
299.699,5.2268,0.5736,1,0.9863,111.89,51.72,99.27,210,0.7,0.0376,0.009111,149,1
20.8987,0.3057,0.048,3,0.5127,138.44,153.1,2274.87,0,0.0,2.0584,3.095917,2,0
7.1351,0.2187,0.1626,5,0.5677,277.28,143.29,3357.92,0,0.0,2.0529,9.574969,3,0
480.7283,8.2177,0.3006,1,0.9998,86.78,46.54,199.37,211,0.7564,0.3851,0.010756,111,1
14.7484,0.1751,0.0462,7,0.1596,280.15,196.08,1673.76,0,0.0,1.8424,6.881681,1,0
12.8766,0.1836,0.1161,7,0.2035,198.75,48.92,3367.86,0,0.0,2.1676,8.254592,1,0
1000.0,21.7972,0.8955,1,0.927,175.99,8.97,59.46,239,0.901,0.3137,0.015985,174,1
4.1799,0.1019,0.084,5,0.1901,144.42,188.68,3600.99,0,0.0,3.0803,2.203401,0,0
8.3066,0.3161,0.1498,3,0.7311,68.36,181.65,1173.93,10,0.4622,1.1783,0.13524,4,1
8.311,0.1929,0.039,5,0.2248,276.81,198.98,1828.08,1,0.1319,1.7596,7.029634,1,0
1.639,0.0043,0.123,4,0.1823,385.59,284.55,2521.95,0,0.0,2.7503,12.059743,1,0
525.1635,8.6209,0.8624,1,0.8,70.58,49.24,150.78,327,0.8795,0.3859,0.016148,369,1
1000.0,30.0,0.1709,1,0.9028,53.12,8.54,2958.73,0,0.0,0.2471,0.019195,74,1
62.5846,1.0572,0.1446,7,0.1609,312.47,72.56,4618.17,0,0.0,3.1627,3.757403,10,0
6.2467,0.1655,0.1725,3,0.689,231.41,169.95,1884.18,5,0.6514,0.9862,0.096672,5,1
443.7921,7.2312,0.7265,1,0.9849,68.34,41.26,119.65,114,0.9271,0.0,0.009075,219,1
18.4746,0.3565,0.3098,1,0.5478,286.43,121.82,1927.03,0,0.0,0.4509,0.575187,6,1
481.8824,8.1008,0.2274,1,0.7,95.34,29.44,1890.61,0,0.0,0.3955,0.035311,53,1
5.921,0.0701,0.2003,3,0.4062,182.27,283.89,2945.9,1,0.2416,2.3835,5.360736,5,0
8.083,0.1898,0.1244,4,0.2039,120.91,261.31,2372.84,1,0.07,2.8677,8.934513,4,0
13.054,0.1243,0.0271,5,0.1,277.69,242.92,1801.74,0,0.0,3.3521,8.713487,1,0
1000.0,24.2476,0.8337,1,0.9797,95.92,14.51,160.46,153,0.7947,0.1171,0.006799,292,1
1000.0,30.0,0.1972,2,0.8867,152.9,9.17,5887.48,0,0.0,0.8327,0.002934,142,1
22.9619,0.4216,0.1863,7,0.1,259.93,88.11,2989.23,1,0.0881,2.478,5.80198,6,0
1000.0,30.0,0.1389,3,0.9296,47.03,4.13,3248.94,0,0.0,0.7295,0.02397,19,1
9.6054,0.2077,0.1895,4,0.1883,132.56,88.51,2746.45,0,0.0,2.429,1.471907,3,0
30.4551,0.5627,0.0989,5,0.1,343.76,81.92,2065.64,0,0.0,2.9197,11.925395,3,0
6.6789,0.0631,0.2152,7,0.6447,371.83,86.56,3838.43,1,0.1087,1.546,7.075684,2,0
66.2492,0.9758,0.1807,3,0.2501,337.04,57.6,1785.53,1,0.1409,1.9117,5.79716,11,0
33.2885,0.5591,0.0439,3,0.2559,244.86,108.74,1557.83,1,0.1519,1.7503,10.7985,2,0
20.7691,0.3037,0.0788,4,0.1,191.74,211.84,3471.78,0,0.0,2.0028,4.443142,6,0
5.6044,0.0929,0.0948,5,0.1217,370.85,273.03,3979.96,1,0.0449,1.6699,13.986283,2,0
950.5074,16.034,0.572,2,0.917,48.93,25.26,87.43,79,0.637,0.0,0.019118,229,1
0.0,0.0672,0.0545,6,0.4098,233.59,231.49,3890.08,0,0.0,1.4326,2.115864,0,0
3.4885,0.1381,0.1352,1,0.4195,204.0,133.26,2244.59,10,0.2251,0.8996,0.177226,1,1
12.8035,0.2243,0.0403,7,0.7977,256.48,273.38,2835.0,0,0.0,2.8086,4.015073,2,0
14.3495,0.2715,0.119,3,0.1,99.41,251.68,4733.36,0,0.0,1.9362,13.021674,6,0
1000.0,16.6593,0.4595,1,0.935,130.68,22.52,81.69,217,0.8519,0.264,0.015228,173,1
23.3529,0.4371,0.1076,7,0.2843,138.54,184.49,1377.53,0,0.0,2.4929,4.74175,6,0
15.5411,0.268,0.0724,4,0.2607,332.01,243.41,1481.77,1,0.0159,2.2205,14.247736,5,0
1000.0,30.0,0.9082,1,0.9474,123.85,8.77,139.51,221,0.9181,0.1618,0.019891,247,1
12.6005,0.2182,0.373,3,0.9377,306.38,148.34,430.52,10,0.6537,0.9358,0.653244,14,1
12.6445,0.2387,0.0666,7,0.1807,117.22,63.94,2616.77,0,0.0,2.6565,2.805559,0,0
1000.0,30.0,0.1948,1,0.7,59.78,6.57,3185.23,0,0.0,0.1228,0.042767,71,1
15.1967,0.1734,0.0888,6,0.2364,291.03,69.59,1379.02,1,0.152,2.8953,2.621012,1,0
15.6249,0.1897,0.063,3,0.2278,85.03,290.26,2093.76,2,0.2486,2.6604,1.378266,4,0
8.8048,0.1012,0.0443,6,0.1,126.63,244.66,2201.75,0,0.0,2.1164,7.758152,1,0
20.8811,0.3065,0.0554,7,0.4416,334.61,129.24,2342.57,0,0.0,3.2368,2.901657,2,0
620.2037,10.2989,0.5431,1,0.8925,47.82,43.49,90.58,371,0.5239,0.1343,0.003648,244,1
750.7692,12.3542,0.3,1,0.8404,115.09,21.33,6451.88,0,0.0,0.9168,0.025964,80,1
11.9314,0.128,0.0048,4,0.1801,184.56,235.36,2797.61,1,0.2086,1.2592,8.491819,0,0
23.127,0.4057,0.04,6,0.1,337.1,190.27,2617.75,1,0.1604,2.4696,11.526226,2,0
29.102,0.4829,0.108,3,0.1309,375.89,85.38,3892.24,0,0.0,2.5421,5.148443,4,0
6.6257,0.0813,0.0938,5,0.3897,107.91,231.49,2858.5,0,0.0,2.4729,13.336601,1,0
8.8345,0.0697,0.1121,3,0.3819,188.46,295.03,3202.13,0,0.0,1.7858,6.902021,6,0
7.9388,0.0986,0.1065,7,0.1,285.65,198.05,4201.82,1,0.0411,1.942,1.816204,2,0
592.8101,10.3293,0.5107,2,0.888,175.57,29.43,93.46,207,0.725,0.2291,0.009742,151,1
44.6103,0.7564,0.0379,6,0.5005,207.4,31.96,4144.95,0,0.0,3.4485,7.425397,0,0
343.3743,5.7267,0.5235,1,0.9596,142.68,30.83,278.6,379,0.6121,0.3908,0.00249,93,1
1000.0,17.2452,0.05,1,0.9239,91.51,20.87,6595.44,0,0.0,0.0195,0.008975,18,1
1000.0,30.0,0.3,1,0.7,49.03,10.02,6815.48,0,0.0,0.2808,0.000109,150,1
20.722,0.5394,0.1024,2,0.8149,142.29,72.9,1103.46,10,0.5432,0.97,0.087041,3,1
0.0,0.0355,0.0979,5,0.1087,275.51,281.32,854.14,1,0.0211,2.3152,7.21917,0,0
6.4647,0.0902,0.0993,4,0.4087,128.94,196.14,3769.73,0,0.0,2.2814,10.694939,1,0
12.8409,0.1753,0.1076,7,0.5989,153.25,82.01,4286.8,0,0.0,2.2538,14.792557,2,0
6.8915,0.107,0.0107,7,0.487,375.8,242.82,2258.23,0,0.0,2.6523,14.368606,0,0
18.2287,0.3797,0.1242,5,0.6961,209.89,196.82,4262.51,1,0.1052,3.4905,12.704291,7,0
2.4968,0.0476,0.0811,7,0.5207,162.0,205.38,2358.41,0,0.0,3.0362,3.548051,0,0
22.1784,0.3185,0.1251,6,0.1,312.16,174.75,831.35,1,0.0932,3.4305,14.710135,7,0
1000.0,30.0,0.8206,1,0.8206,60.18,7.57,88.85,269,0.5416,0.3305,0.019026,198,1
324.4328,5.3713,0.3796,2,0.9706,87.31,43.75,200.81,384,0.6583,0.1555,0.014053,87,1
8.5962,0.2002,0.1257,4,0.1852,110.27,243.57,935.83,0,0.0,2.9631,6.69793,4,0
1000.0,30.0,0.0977,2,0.8388,50.37,16.8,4840.09,0,0.0,0.9997,0.022783,77,1
537.7809,8.842,0.5733,2,0.893,183.72,52.01,228.79,222,0.8834,0.2983,0.007719,266,1
9.2389,0.1918,0.1022,6,0.1072,184.78,183.18,3757.42,1,0.0037,2.9203,5.119165,3,0
13.6526,0.0923,0.0031,3,0.2338,122.53,262.43,1750.65,1,0.1205,2.6204,9.403632,0,0
285.0309,4.9822,0.7053,1,0.8967,192.7,52.29,179.97,376,0.8149,0.2745,0.010051,181,1
22.1303,0.3324,0.0641,4,0.353,92.4,70.95,1531.63,1,0.1948,3.1871,8.369504,1,0
5.1347,0.091,0.1851,3,0.2804,339.1,149.64,1811.4,1,0.0197,1.9302,5.45108,2,0
4.0253,0.1648,0.0289,5,0.1207,381.18,161.86,1544.49,0,0.0,2.6844,1.108617,0,0
18.2615,0.3025,0.0856,6,0.3383,318.64,136.44,2723.45,1,0.0878,1.4585,6.204497,3,0
0.0,0.1653,0.1237,5,0.1873,89.19,259.59,1378.92,1,0.1209,2.7054,6.10482,1,0
1000.0,22.8858,0.05,3,0.75,107.33,22.02,3435.23,0,0.0,0.8211,0.002166,25,1
1000.0,29.0694,0.6269,2,0.9236,161.65,13.31,175.86,200,0.8707,0.4647,0.004289,242,1
23.3537,0.4273,0.0347,7,0.1,380.72,104.3,4532.57,0,0.0,2.1928,11.415239,1,0
11.8234,0.2707,0.0385,7,0.1224,234.41,248.81,1678.59,1,0.1055,3.4492,13.287419,1,0
6.4188,0.2421,0.1673,3,0.4134,267.89,88.73,493.41,0,0.0,1.4625,0.383098,3,1
20.8593,0.3624,0.2554,7,0.1,225.29,208.88,3120.26,0,0.0,2.8148,1.92283,17,0
17.8347,0.352,0.0483,4,0.1379,167.45,123.68,540.89,1,0.0728,3.5532,2.522028,1,0
8.5649,0.1144,0.0314,6,0.1,350.8,237.63,2241.32,1,0.0706,2.9798,1.51917,0,0
21.1596,0.398,0.0319,5,0.2482,218.65,192.1,2160.8,1,0.0126,3.2799,12.349496,2,0
1000.0,30.0,0.1479,1,0.7,95.75,4.29,7880.94,0,0.0,0.6857,0.027946,59,1
15.4179,0.2682,0.0634,6,0.1878,120.03,218.21,776.78,0,0.0,1.9161,5.389947,3,0
8.5772,0.0816,0.0392,7,0.2166,110.3,274.15,2525.26,0,0.0,3.1099,1.711111,1,0
17.9369,0.2417,0.1488,6,0.2635,228.99,255.71,1977.23,0,0.0,2.0087,10.097413,11,0
44.8581,0.7372,0.003,5,0.1,290.32,77.86,3377.58,1,0.5,2.3015,7.937183,0,0
17.5485,0.2401,0.0634,6,0.5392,168.96,176.28,4009.99,1,0.0029,2.9917,13.222655,2,0
23.946,0.3911,0.0038,3,0.1892,276.05,79.69,2759.0,1,0.2505,2.2409,3.233712,0,0
13.8903,0.2198,0.0932,4,0.2468,393.63,164.09,3980.38,0,0.0,1.7495,14.788842,4,0
19.9854,0.3955,0.0905,4,0.2385,215.67,157.22,1280.91,1,0.2984,1.8974,10.973524,4,0
24.8274,0.5387,0.1081,3,0.176,260.2,141.96,2441.07,0,0.0,2.3361,7.457019,8,0
1000.0,23.8156,0.2285,2,0.8659,92.64,12.6,6940.25,0,0.0,0.2781,0.045414,68,1
38.6511,0.6319,0.0379,6,0.4962,291.47,73.23,1115.29,1,0.0074,3.5642,11.727224,1,0
1000.0,30.0,0.285,1,0.7179,134.7,22.79,5751.24,0,0.0,0.4686,0.04052,206,1
1000.0,18.1829,0.3,1,0.9618,154.05,9.41,2598.63,0,0.0,1.028,0.013188,51,1
255.6157,4.343,0.3655,1,0.9668,141.59,28.61,297.87,320,0.9175,0.3109,0.008632,44,1
19.448,0.3279,0.0221,4,0.1,220.89,216.66,3308.66,0,0.0,1.8449,12.308003,1,0
71.1608,1.2168,0.0462,3,0.1436,390.12,63.21,623.72,0,0.0,2.4562,3.725571,3,0
1000.0,30.0,0.2468,3,0.7,110.07,6.9,4709.86,0,0.0,0.5579,0.037964,86,1
30.2714,0.5471,0.0123,3,0.1566,205.12,93.54,917.8,0,0.0,2.3584,8.278228,0,0
956.074,15.985,0.5914,1,0.8954,42.42,15.63,126.58,368,0.6293,0.6271,0.006081,146,1
901.7719,15.0343,0.6366,1,0.9575,196.1,31.02,260.8,288,0.5578,0.1382,0.011524,297,1
51.4143,0.8782,0.1107,7,0.1285,262.57,41.89,4342.96,0,0.0,3.7576,13.365025,4,0
5.6766,0.1519,0.2331,4,0.1836,89.69,279.27,4015.8,0,0.0,2.9688,11.694175,6,0
21.9002,0.4452,0.0962,5,0.1,141.72,172.52,3294.03,1,0.0049,1.8661,4.273292,6,0
9.9007,0.1146,0.2365,5,0.4554,266.16,266.93,2617.79,0,0.0,3.5814,1.298527,13,0
1000.0,30.0,0.3,1,0.937,108.19,3.9,7241.21,0,0.0,0.2506,0.037089,41,1
763.7034,12.6885,0.6604,1,0.9825,167.65,39.08,148.97,286,0.9206,0.3834,0.012004,328,1
40.9861,0.7109,0.0281,7,0.6024,281.69,49.23,658.1,0,0.0,3.0705,10.854299,0,0
858.6019,14.589,0.6669,1,0.9908,132.54,19.77,134.7,184,0.8781,0.3139,0.012848,190,1
22.8884,0.3561,0.0186,5,0.2855,399.98,193.71,3689.8,0,0.0,1.7351,10.437836,1,0
0.0,0.2211,0.351,2,0.5692,313.52,128.32,2851.45,0,0.0,0.4483,0.616373,8,1
20.5674,0.3366,0.2225,7,0.1392,109.77,65.67,2364.83,0,0.0,2.3016,3.493596,4,0
40.2823,0.6587,0.132,3,0.5907,85.8,64.63,3116.79,1,0.1706,1.5139,13.380495,5,0
29.2966,0.4292,0.1413,4,0.1055,361.79,116.45,4870.49,0,0.0,3.2609,8.705015,7,0
10.4304,0.2077,0.0985,3,0.1,200.04,260.53,735.62,2,0.0836,3.126,10.663147,4,0
526.5724,8.6045,0.6035,1,0.9999,140.59,37.72,134.75,245,0.8705,0.2227,0.012698,199,1
694.6449,11.6008,0.4857,1,0.9801,188.35,42.9,76.37,71,0.6013,0.3662,0.003304,241,1
245.839,3.9583,0.4093,1,0.9165,158.98,46.89,50.33,69,0.8789,0.1425,0.016299,79,1
21.8965,0.3316,0.0632,4,0.3609,190.34,171.85,2585.41,0,0.0,2.1947,2.363308,3,0
46.502,0.6401,0.039,4,0.7166,130.01,107.87,3084.23,0,0.0,3.3729,6.528145,2,0
8.7604,0.143,0.0908,4,0.1774,117.81,170.21,1785.69,0,0.0,2.638,7.185452,1,0
37.8063,0.6498,0.0529,6,0.4023,251.13,103.37,4483.53,0,0.0,2.0153,11.775817,3,0
18.0427,0.3712,0.0425,4,0.1612,291.18,71.4,2825.57,0,0.0,3.3468,1.456942,0,0
27.7819,0.4512,0.1047,7,0.3088,271.11,158.48,1016.19,0,0.0,2.9567,12.51452,7,0
6.8791,0.1895,0.1657,7,0.5719,286.9,158.18,1518.18,1,0.0038,2.5408,9.039656,3,0
10.9902,0.0885,0.2901,3,0.528,329.49,268.37,3862.51,0,0.0,2.203,12.6487,12,0
17.4171,0.1427,0.0597,4,0.7578,72.47,203.27,3237.44,0,0.0,2.746,5.940058,3,0
32.3767,0.6057,0.0203,4,0.15,364.31,73.44,3908.97,1,0.0107,2.5783,13.015442,0,0
1000.0,26.7408,0.7116,1,0.9409,99.15,13.14,271.12,259,0.9159,0.4198,0.017714,250,1
30.2297,0.5028,0.0969,6,0.4207,369.44,96.03,3585.93,0,0.0,1.6328,12.336904,4,0
5.3216,0.2198,0.0064,6,0.1,194.13,252.28,3254.83,0,0.0,3.2179,3.010921,0,0
